,Potential_Customer,C_ID,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Pur_3_years_Total,Pur_5_years_Total,Ad_Res_1_Year_Total,Ad_Res_3_Year_Total,Ad_Res_5_Year_Total
1799,0,54850.0,2.0,3.0,1.0,1.0,25.0,17.5,13.0,10.0,18.0,33.0,13.0,32.0,29.0,6.0,15.0,13.0,A,0,59.02,M,U,44284.5,3.0,4.0,19.0,47.0,42.0
1800,1,55172.0,2.0,7.0,2.0,5.0,16.0,15.0,11.29,15.0,20.0,76.0,13.0,33.0,55.0,6.0,15.0,21.0,A,0,43.0,F,H,44024.0,4.0,12.0,19.0,48.0,76.0
1801,0,12511.0,6.0,29.0,4.0,16.0,6.0,4.83,4.31,4.25,18.0,120.0,24.0,43.0,88.0,6.0,17.0,32.0,S,1,27.0,F,H,38685.0,10.0,45.0,30.0,60.0,120.0
1802,0,55271.0,2.0,14.0,1.0,7.0,20.0,22.5,13.57,25.0,20.0,126.0,14.0,35.0,74.0,6.0,17.0,34.0,A,1,87.0,F,U,43703.0,3.0,21.0,20.0,52.0,108.0
1803,1,55302.0,1.0,12.0,1.0,7.0,15.0,12.0,9.75,12.0,18.0,86.0,15.0,35.0,63.0,6.0,15.0,24.0,A,1,73.0,M,H,73101.0,2.0,19.0,21.0,50.0,87.0
1804,1,55293.0,2.0,3.0,0.0,0.0,25.0,17.5,20.0,11.67,18.0,32.0,14.0,31.0,29.0,6.0,6.0,12.0,A,0,59.02,F,U,44284.5,2.0,3.0,20.0,37.0,41.0
1806,0,55325.0,3.0,5.0,0.0,0.0,10.0,10.0,9.0,11.67,19.0,40.0,12.0,32.0,34.0,6.0,6.0,14.0,A,0,73.0,F,H,45139.0,3.0,5.0,18.0,38.0,48.0
1807,1,55358.0,3.0,6.0,1.0,2.0,25.0,20.0,15.83,20.0,16.0,55.0,13.0,33.0,42.0,6.0,15.0,17.0,A,0,49.0,F,H,27418.0,4.0,8.0,19.0,48.0,59.0
1808,0,8190.0,5.0,57.0,4.0,22.0,10.0,11.4,9.93,11.75,21.0,113.0,24.0,42.0,117.0,5.0,15.0,30.0,A,1,47.0,F,U,29867.0,9.0,79.0,29.0,57.0,147.0
1809,1,55392.0,7.0,37.0,5.0,19.0,7.0,6.14,5.96,6.0,18.0,123.0,11.0,30.0,79.0,5.0,15.0,33.0,S,1,51.0,M,U,29867.0,12.0,56.0,16.0,45.0,112.0
1810,0,55390.0,1.0,22.0,1.0,14.0,12.0,12.0,7.36,12.0,21.0,123.0,11.0,28.0,73.0,5.0,12.0,30.0,A,1,50.0,F,H,29867.0,2.0,36.0,16.0,40.0,103.0
1811,0,55389.0,4.0,14.0,2.0,6.0,5.0,5.0,5.57,5.0,16.0,116.0,15.0,35.0,63.0,6.0,15.0,26.0,A,1,76.0,M,H,29867.0,6.0,20.0,21.0,50.0,89.0
1812,1,55408.0,6.0,16.0,5.0,12.0,3.0,5.0,5.25,5.0,19.0,105.0,12.0,32.0,66.0,6.0,17.0,28.0,S,1,50.0,M,H,52311.0,11.0,28.0,18.0,49.0,94.0
1813,0,55403.0,4.0,8.0,2.0,2.0,15.0,12.25,12.38,13.5,22.0,52.0,13.0,34.0,43.0,6.0,17.0,18.0,A,0,79.0,F,H,52311.0,6.0,10.0,19.0,51.0,61.0
1814,1,55442.0,1.0,6.0,1.0,5.0,15.0,15.0,9.17,15.0,21.0,81.0,11.0,29.0,52.0,5.0,13.0,20.0,A,0,72.0,M,U,28052.0,2.0,11.0,16.0,42.0,72.0
1815,1,55450.0,2.0,19.0,2.0,12.0,10.0,7.5,3.53,7.5,18.0,125.0,12.0,31.0,70.0,5.0,15.0,29.0,A,1,59.02,F,H,36250.0,4.0,31.0,17.0,46.0,99.0
1816,1,55484.0,2.0,8.0,0.0,4.0,23.0,20.0,12.75,11.67,18.0,80.0,13.0,34.0,59.0,6.0,6.0,23.0,A,1,59.02,M,U,44284.5,2.0,12.0,19.0,40.0,82.0
1817,1,55503.0,2.0,5.0,1.0,1.0,10.0,7.5,8.4,10.0,18.0,28.0,12.0,24.0,24.0,6.0,12.0,10.0,A,0,83.0,M,U,30499.0,3.0,6.0,18.0,36.0,34.0
1818,1,55527.0,4.0,16.0,2.0,9.0,5.0,5.25,5.38,6.0,17.0,105.0,11.0,29.0,67.0,4.0,11.0,22.0,S,1,33.0,F,H,29430.0,6.0,25.0,15.0,40.0,89.0
1819,1,55552.0,2.0,10.0,0.0,7.0,17.0,16.0,8.4,11.67,15.0,126.0,12.0,32.0,64.0,5.0,5.0,29.0,L,1,65.0,M,U,26495.0,2.0,17.0,17.0,37.0,93.0
1820,1,55553.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,25.0,24.0,24.0,9.0,19.0,17.0,4.0,8.0,7.0,N,0,59.02,M,U,30017.0,2.0,2.0,13.0,27.0,24.0
1821,1,55624.0,2.0,17.0,2.0,12.0,10.0,10.0,9.71,10.0,24.0,124.0,10.0,29.0,68.0,4.0,12.0,28.0,A,1,74.0,F,U,44284.5,4.0,29.0,14.0,41.0,96.0
1822,0,55640.0,4.0,10.0,3.0,5.0,16.0,12.0,10.2,10.67,17.0,51.0,13.0,33.0,43.0,6.0,17.0,19.0,A,1,63.0,F,U,30841.0,7.0,15.0,19.0,50.0,62.0
1823,0,55761.0,3.0,17.0,1.0,7.0,16.0,25.32,16.0,14.0,19.0,97.0,13.0,31.0,66.0,6.0,14.0,24.0,A,1,71.0,M,H,58533.0,4.0,24.0,19.0,45.0,90.0
1824,1,55756.0,7.0,9.0,5.0,6.0,5.0,8.57,7.56,9.0,17.0,40.0,13.0,34.0,38.0,6.0,16.0,15.0,S,1,59.02,F,U,44284.5,12.0,15.0,19.0,50.0,53.0
1825,1,55840.0,4.0,6.0,2.0,3.0,10.0,15.0,17.5,17.5,22.0,45.0,7.0,24.0,33.0,5.0,15.0,15.0,A,1,50.0,M,H,46324.0,6.0,9.0,12.0,39.0,48.0
1826,0,11053.0,2.0,19.0,0.0,4.0,10.0,11.0,8.37,11.67,18.0,124.0,28.0,48.0,97.0,4.0,4.0,29.0,A,0,71.0,F,U,44284.5,2.0,23.0,32.0,52.0,126.0
1827,0,55953.0,1.0,3.0,1.0,2.0,30.0,30.0,25.0,30.0,17.0,44.0,13.0,32.0,38.0,6.0,15.0,15.0,A,0,45.0,M,H,37760.0,2.0,5.0,19.0,47.0,53.0
1828,0,56035.0,3.0,3.0,1.0,1.0,20.0,15.33,15.33,16.0,18.0,31.0,12.0,26.0,25.0,6.0,12.0,10.0,A,0,59.02,F,U,31742.0,4.0,4.0,18.0,38.0,35.0
1829,0,56038.0,1.0,11.0,0.0,3.0,14.0,14.0,12.73,11.67,16.0,105.0,12.0,30.0,66.0,5.0,5.0,26.0,A,0,59.02,M,U,44284.5,1.0,14.0,17.0,35.0,92.0
1830,1,56049.0,3.0,8.0,3.0,6.0,10.0,11.67,9.5,11.67,17.0,76.0,11.0,27.0,48.0,4.0,12.0,18.0,A,0,70.0,F,U,37038.0,6.0,14.0,15.0,39.0,66.0
1832,1,191296.0,6.0,14.0,4.0,9.0,10.0,10.0,9.07,10.0,17.0,113.0,14.0,36.0,69.0,6.0,17.0,30.0,S,1,50.0,F,U,28268.0,10.0,23.0,20.0,53.0,99.0
1833,0,56075.0,1.0,6.0,1.0,4.0,20.0,20.0,10.17,20.0,21.0,56.0,13.0,30.0,46.0,6.0,13.0,17.0,A,0,64.0,M,H,28268.0,2.0,10.0,19.0,43.0,63.0
1834,1,54600.0,2.0,5.0,1.0,3.0,15.0,12.0,8.3,15.0,18.0,68.0,11.0,29.0,42.0,5.0,12.0,17.0,A,0,17.0,F,H,28268.0,3.0,8.0,16.0,41.0,59.0
1835,1,56113.0,6.0,39.0,4.0,24.0,10.0,6.33,4.1,6.75,21.0,127.0,13.0,33.0,84.0,6.0,17.0,35.0,S,1,52.0,M,U,39632.0,10.0,63.0,19.0,50.0,119.0
1836,1,56120.0,3.0,27.0,1.0,14.0,15.0,11.33,6.63,11.0,15.0,123.0,13.0,34.0,75.0,5.0,15.0,32.0,A,1,59.02,F,U,44284.5,4.0,41.0,18.0,49.0,107.0
1837,1,56124.0,2.0,6.0,1.0,2.0,20.0,22.5,15.0,25.0,25.0,53.0,13.0,33.0,45.0,6.0,17.0,19.0,A,0,46.0,M,H,44284.5,3.0,8.0,19.0,50.0,64.0
1838,1,56169.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,24.0,24.0,8.0,18.0,16.0,3.0,7.0,6.0,N,0,59.02,F,H,38292.0,2.0,2.0,11.0,25.0,22.0
1839,0,56218.0,3.0,4.0,1.0,2.0,18.0,14.0,11.75,11.0,18.0,45.0,14.0,31.0,38.0,6.0,13.0,13.0,A,0,69.0,M,U,37232.0,4.0,6.0,20.0,44.0,51.0
1840,0,56310.0,2.0,2.0,1.0,1.0,20.0,12.5,12.5,5.0,27.0,33.0,9.0,25.0,23.0,4.0,11.0,10.0,A,0,57.0,M,U,58063.0,3.0,3.0,13.0,36.0,33.0
1841,1,56318.0,4.0,6.0,1.0,2.0,10.0,5.75,5.17,3.0,15.0,40.0,11.0,29.0,30.0,5.0,13.0,13.0,A,0,39.0,F,H,109713.0,5.0,8.0,16.0,42.0,43.0
1842,0,56470.0,2.0,19.0,2.0,15.0,8.0,8.0,5.37,8.0,17.0,128.0,12.0,28.0,76.0,5.0,12.0,28.0,S,1,59.02,F,U,51634.0,4.0,34.0,17.0,40.0,104.0
1843,1,56339.0,5.0,27.0,2.0,15.0,5.0,5.2,3.63,4.5,16.0,128.0,6.0,21.0,62.0,3.0,10.0,25.0,S,1,82.0,F,U,51634.0,7.0,42.0,9.0,31.0,87.0
1844,1,56337.0,4.0,14.0,4.0,11.0,15.0,15.0,12.07,15.0,15.0,119.0,14.0,33.0,67.0,6.0,16.0,28.0,S,1,60.0,F,H,51634.0,8.0,25.0,20.0,49.0,95.0
1845,1,56346.0,4.0,16.0,2.0,10.0,10.0,10.5,9.06,10.0,24.0,126.0,10.0,31.0,70.0,5.0,15.0,30.0,A,1,55.0,F,H,43750.0,6.0,26.0,15.0,46.0,100.0
1846,1,56367.0,7.0,12.0,2.0,4.0,7.0,5.43,5.17,5.0,18.0,45.0,12.0,34.0,40.0,6.0,17.0,17.0,A,1,50.0,M,H,37788.0,9.0,16.0,18.0,51.0,57.0
1847,0,56774.0,1.0,1.0,1.0,1.0,33.0,33.0,33.0,33.0,16.0,16.0,12.0,17.0,14.0,5.0,7.0,6.0,F,0,35.0,M,H,46240.0,2.0,2.0,17.0,24.0,20.0
1848,0,56379.0,8.0,11.0,5.0,6.0,10.0,13.75,12.09,14.0,19.0,53.0,14.0,32.0,38.0,6.0,15.0,14.0,S,1,59.02,M,H,35625.0,13.0,17.0,20.0,47.0,52.0
1849,0,56398.0,7.0,8.0,4.0,5.0,15.0,6.71,6.25,5.25,18.0,37.0,13.0,30.0,31.0,6.0,15.0,14.0,S,1,59.02,F,U,36683.0,11.0,13.0,19.0,45.0,45.0
1850,0,56404.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,16.0,16.0,11.0,16.0,13.0,4.0,6.0,5.0,F,0,51.0,M,H,40156.0,2.0,2.0,15.0,22.0,18.0
1851,1,56407.0,3.0,17.0,2.0,8.0,20.0,19.33,10.65,19.0,15.0,121.0,14.0,32.0,72.0,6.0,16.0,31.0,A,1,70.0,F,U,37031.0,5.0,25.0,20.0,48.0,103.0
1852,0,56416.0,2.0,3.0,1.0,1.0,12.0,11.0,10.67,10.0,18.0,23.0,12.0,23.0,21.0,6.0,11.0,9.0,N,0,59.02,M,U,44284.5,3.0,4.0,18.0,34.0,30.0
1853,0,10162.0,0.0,10.0,0.0,3.0,0.0,0.0,10.2,11.67,7.0,90.0,25.0,25.0,79.0,4.0,4.0,22.0,A,0,69.0,F,U,41639.0,0.0,13.0,29.0,29.0,101.0
1854,1,185464.0,2.0,9.0,2.0,3.0,15.0,17.5,11.11,17.5,13.0,57.0,23.0,45.0,59.0,7.0,18.0,22.0,A,0,58.0,M,H,41639.0,4.0,12.0,30.0,63.0,81.0
1855,0,56454.0,5.0,25.0,2.0,15.0,5.0,5.0,3.64,5.0,17.0,126.0,12.0,31.0,72.0,5.0,15.0,31.0,S,1,78.0,F,U,49810.0,7.0,40.0,17.0,46.0,103.0
1856,0,56452.0,2.0,14.0,1.0,7.0,14.0,14.0,11.64,14.0,17.0,116.0,13.0,32.0,71.0,6.0,15.0,31.0,S,1,68.0,F,H,49810.0,3.0,21.0,19.0,47.0,102.0
1857,1,56451.0,5.0,35.0,4.0,22.0,6.0,9.2,7.8,9.0,18.0,129.0,13.0,35.0,87.0,6.0,17.0,34.0,S,1,59.0,M,U,49810.0,9.0,57.0,19.0,52.0,121.0
1859,1,56479.0,6.0,16.0,5.0,10.0,3.0,4.0,3.31,4.2,18.0,93.0,12.0,28.0,57.0,6.0,15.0,23.0,S,1,71.0,F,H,16564.0,11.0,26.0,18.0,43.0,80.0
1860,0,56485.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,26.0,F,U,45928.0,2.0,2.0,14.0,21.0,18.0
1861,0,56525.0,6.0,10.0,4.0,5.0,12.0,11.17,10.0,11.0,16.0,44.0,12.0,33.0,40.0,6.0,17.0,17.0,A,1,61.0,M,H,47412.0,10.0,15.0,18.0,50.0,57.0
1862,0,56585.0,5.0,7.0,3.0,3.0,4.0,4.8,4.57,4.33,17.0,31.0,12.0,27.0,26.0,6.0,13.0,11.0,A,1,63.0,M,H,26021.0,8.0,10.0,18.0,40.0,37.0
1863,0,56599.0,2.0,7.0,1.0,3.0,18.0,19.0,13.43,20.0,15.0,65.0,12.0,31.0,50.0,5.0,15.0,20.0,L,0,53.0,M,H,27204.0,3.0,10.0,17.0,46.0,70.0
1864,0,56609.0,5.0,6.0,4.0,4.0,4.0,4.6,4.33,4.75,16.0,29.0,12.0,24.0,24.0,6.0,12.0,10.0,A,1,63.0,F,H,39233.0,9.0,10.0,18.0,36.0,34.0
1865,0,56640.0,2.0,2.0,2.0,2.0,16.0,13.0,13.0,13.0,23.0,29.0,10.0,23.0,23.0,4.0,10.0,9.0,A,0,45.0,F,H,41069.0,4.0,4.0,14.0,33.0,32.0
1866,0,56630.0,1.0,1.0,0.0,0.0,20.0,20.0,20.0,11.67,16.0,16.0,12.0,17.0,14.0,5.0,5.0,6.0,F,0,66.0,F,H,41069.0,1.0,1.0,17.0,22.0,20.0
1867,1,56674.0,4.0,6.0,1.0,2.0,15.0,8.5,6.67,8.0,18.0,40.0,11.0,27.0,26.0,6.0,15.0,14.0,A,1,76.0,M,H,28542.0,5.0,8.0,17.0,42.0,40.0
1868,1,56700.0,1.0,6.0,0.0,2.0,20.0,20.0,12.33,11.67,19.0,52.0,13.0,32.0,42.0,6.0,6.0,18.0,A,0,59.02,M,U,44284.5,1.0,8.0,19.0,38.0,60.0
1869,1,56697.0,7.0,10.0,5.0,6.0,10.0,9.0,7.7,8.6,19.0,44.0,12.0,30.0,35.0,6.0,15.0,15.0,A,1,51.0,F,H,41886.0,12.0,16.0,18.0,45.0,50.0
1870,0,56696.0,4.0,4.0,1.0,1.0,10.0,6.75,6.75,5.0,18.0,30.0,12.0,26.0,22.0,6.0,12.0,10.0,A,1,39.0,M,H,41886.0,5.0,5.0,18.0,38.0,32.0
1871,0,8585.0,0.0,12.0,0.0,2.0,15.0,0.0,10.42,11.67,6.0,53.0,32.0,32.0,65.0,5.0,5.0,14.0,A,0,47.0,M,U,43588.0,0.0,14.0,37.0,37.0,79.0
1872,0,56722.0,1.0,8.0,0.0,3.0,21.0,21.0,8.25,11.67,18.0,69.0,15.0,31.0,52.0,6.0,6.0,18.0,A,1,69.0,M,U,43588.0,1.0,11.0,21.0,37.0,70.0
1873,0,56843.0,2.0,9.0,0.0,5.0,15.0,14.5,10.56,11.67,19.0,119.0,15.0,31.0,57.0,6.0,6.0,23.0,A,0,61.0,F,U,43211.0,2.0,14.0,21.0,37.0,80.0
1874,1,56787.0,3.0,12.0,1.0,7.0,13.0,13.0,9.67,11.0,19.0,80.0,13.0,34.0,62.0,5.0,15.0,24.0,A,1,32.0,M,H,60483.0,4.0,19.0,18.0,49.0,86.0
1875,0,56783.0,2.0,6.0,2.0,4.0,21.0,18.0,12.0,18.0,16.0,68.0,14.0,32.0,52.0,6.0,15.0,21.0,A,0,52.0,M,H,60483.0,4.0,10.0,20.0,47.0,73.0
1876,1,186773.0,5.0,34.0,5.0,16.0,8.0,5.8,4.85,5.8,7.0,92.0,12.0,33.0,70.0,5.0,16.0,26.0,S,1,59.02,F,H,60483.0,10.0,50.0,17.0,49.0,96.0
1877,1,56816.0,3.0,10.0,0.0,5.0,10.0,12.0,7.3,11.67,16.0,77.0,7.0,28.0,50.0,3.0,3.0,19.0,S,1,77.0,F,U,44284.5,3.0,15.0,10.0,31.0,69.0
1878,0,56834.0,4.0,12.0,2.0,4.0,17.0,16.0,12.83,16.0,18.0,81.0,15.0,36.0,63.0,6.0,17.0,24.0,A,0,75.0,M,H,75367.0,6.0,16.0,21.0,53.0,87.0
1879,1,56833.0,2.0,7.0,1.0,4.0,20.0,20.0,12.71,20.0,20.0,57.0,13.0,33.0,48.0,6.0,15.0,18.0,A,1,46.0,F,H,75367.0,3.0,11.0,19.0,48.0,66.0
1880,1,56831.0,2.0,6.0,1.0,3.0,15.0,11.5,9.17,15.0,17.0,45.0,14.0,35.0,39.0,6.0,17.0,17.0,A,0,30.0,M,H,75367.0,3.0,9.0,20.0,52.0,56.0
1881,0,56845.0,2.0,12.0,1.0,5.0,50.0,25.0,15.83,25.0,18.0,122.0,13.0,34.0,74.0,6.0,16.0,30.0,A,0,44.0,F,U,55792.0,3.0,17.0,19.0,50.0,104.0
1882,1,56449.0,5.0,14.0,4.0,10.0,5.0,5.4,6.93,5.5,15.0,130.0,14.0,28.0,64.0,6.0,13.0,25.0,A,1,59.02,F,U,44284.5,9.0,24.0,20.0,41.0,89.0
1883,0,56863.0,1.0,18.0,1.0,12.0,10.0,10.0,4.5,10.0,18.0,125.0,7.0,25.0,63.0,3.0,11.0,28.0,A,1,59.02,F,H,47310.0,2.0,30.0,10.0,36.0,91.0
1884,1,56860.0,2.0,8.0,1.0,3.0,24.0,17.0,11.25,24.0,16.0,80.0,14.0,34.0,56.0,6.0,15.0,22.0,A,0,31.0,F,U,47310.0,3.0,11.0,20.0,49.0,78.0
1885,1,56886.0,8.0,11.0,7.0,8.0,6.0,7.13,6.64,7.14,15.0,41.0,11.0,30.0,34.0,5.0,15.0,14.0,S,1,71.0,M,H,65232.0,15.0,19.0,16.0,45.0,48.0
1886,0,62891.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,51.0,M,H,68159.0,2.0,2.0,14.0,21.0,18.0
1887,0,56903.0,5.0,5.0,3.0,3.0,20.0,20.0,20.0,20.0,15.0,32.0,14.0,32.0,30.0,6.0,15.0,13.0,S,1,41.0,M,U,88241.0,8.0,8.0,20.0,47.0,43.0
1888,0,56951.0,1.0,13.0,1.0,11.0,20.0,20.0,6.54,20.0,26.0,130.0,9.0,27.0,65.0,4.0,12.0,27.0,A,1,59.02,F,U,44284.5,2.0,24.0,13.0,39.0,92.0
1889,0,190891.0,3.0,15.0,2.0,7.0,15.0,11.67,9.27,12.5,16.0,91.0,14.0,34.0,59.0,5.0,14.0,24.0,S,1,66.0,M,U,44284.5,5.0,22.0,19.0,48.0,83.0
1890,0,49877.0,5.0,10.0,4.0,8.0,15.0,12.8,10.6,12.25,17.0,64.0,14.0,34.0,58.0,6.0,16.0,20.0,S,1,41.0,M,H,60845.0,9.0,18.0,20.0,50.0,78.0
1891,1,57899.0,2.0,29.0,1.0,16.0,20.0,20.0,10.55,20.0,24.0,128.0,12.0,33.0,84.0,6.0,16.0,36.0,S,1,59.02,F,U,44284.5,3.0,45.0,18.0,49.0,120.0
1892,1,57039.0,11.0,43.0,8.0,25.0,5.0,5.27,4.3,5.13,17.0,128.0,10.0,31.0,84.0,5.0,16.0,35.0,S,1,68.0,F,H,27089.0,19.0,68.0,15.0,47.0,119.0
1893,0,57036.0,2.0,12.0,2.0,8.0,12.0,12.5,9.67,12.5,18.0,75.0,8.0,25.0,47.0,4.0,13.0,18.0,S,1,57.0,M,H,27089.0,4.0,20.0,12.0,38.0,65.0
1895,1,57058.0,6.0,10.0,2.0,3.0,12.0,11.83,11.1,11.5,15.0,53.0,14.0,36.0,46.0,6.0,17.0,19.0,A,1,77.0,M,H,35412.0,8.0,13.0,20.0,53.0,65.0
1896,0,57069.0,2.0,4.0,1.0,2.0,31.0,30.0,25.25,29.0,18.0,44.0,13.0,35.0,41.0,6.0,17.0,18.0,A,0,59.02,F,U,44284.5,3.0,6.0,19.0,52.0,59.0
1897,1,57092.0,3.0,6.0,2.0,5.0,40.0,34.67,23.67,36.0,16.0,52.0,15.0,37.0,50.0,6.0,17.0,20.0,S,1,44.0,M,H,46974.0,5.0,11.0,21.0,54.0,70.0
1898,1,57087.0,3.0,3.0,2.0,2.0,15.0,11.67,11.67,10.0,18.0,33.0,13.0,31.0,28.0,6.0,14.0,12.0,A,0,51.0,M,H,46974.0,5.0,5.0,19.0,45.0,40.0
1899,1,57119.0,0.0,11.0,0.0,9.0,18.0,0.0,10.55,11.67,25.0,126.0,11.0,11.0,70.0,6.0,6.0,31.0,A,1,76.0,M,H,43423.0,0.0,20.0,17.0,17.0,101.0
1900,1,57151.0,2.0,10.0,0.0,2.0,21.0,20.5,15.9,11.67,26.0,63.0,10.0,32.0,52.0,5.0,5.0,21.0,A,0,61.0,F,U,42819.0,2.0,12.0,15.0,37.0,73.0
1901,1,13292.0,2.0,28.0,2.0,19.0,10.0,7.5,6.36,7.5,10.0,120.0,27.0,46.0,91.0,5.0,13.0,31.0,A,1,59.02,F,U,44284.5,4.0,47.0,32.0,59.0,122.0
1902,1,57162.0,2.0,4.0,1.0,2.0,15.0,13.0,11.5,15.0,18.0,41.0,12.0,31.0,32.0,6.0,14.0,13.0,A,0,42.0,F,U,45560.0,3.0,6.0,18.0,45.0,45.0
1903,0,57195.0,3.0,3.0,1.0,1.0,20.0,16.67,16.67,5.0,20.0,33.0,13.0,29.0,28.0,6.0,13.0,11.0,A,0,47.0,F,H,30032.0,4.0,4.0,19.0,42.0,39.0
1904,0,54692.0,2.0,21.0,1.0,12.0,10.0,7.5,3.9,10.0,18.0,90.0,12.0,31.0,61.0,5.0,14.0,26.0,A,1,59.02,F,U,44284.5,3.0,33.0,17.0,45.0,87.0
1905,0,57241.0,2.0,3.0,1.0,1.0,16.0,13.0,12.0,10.0,26.0,33.0,9.0,27.0,29.0,4.0,12.0,11.0,A,0,59.02,F,U,44284.5,3.0,4.0,13.0,39.0,40.0
1906,0,57237.0,1.0,1.0,0.0,0.0,30.0,30.0,30.0,11.67,16.0,16.0,12.0,17.0,14.0,5.0,5.0,6.0,F,0,62.0,F,U,43017.0,1.0,1.0,17.0,22.0,20.0
1907,0,57268.0,3.0,20.0,0.0,10.0,6.0,9.0,6.2,11.67,15.0,123.0,13.0,31.0,73.0,6.0,6.0,30.0,S,1,42.0,M,H,35966.0,3.0,30.0,19.0,37.0,103.0
1908,0,57269.0,2.0,8.0,2.0,8.0,15.0,15.0,9.63,15.0,15.0,129.0,11.0,23.0,58.0,4.0,10.0,24.0,A,1,59.02,M,U,21558.0,4.0,16.0,15.0,33.0,82.0
1909,1,57332.0,6.0,19.0,4.0,11.0,6.0,6.33,6.11,6.5,16.0,105.0,13.0,32.0,70.0,5.0,15.0,28.0,S,1,69.0,M,H,60598.0,10.0,30.0,18.0,47.0,98.0
1910,1,57349.0,6.0,9.0,2.0,4.0,7.0,6.83,6.0,6.5,16.0,75.0,13.0,30.0,43.0,6.0,14.0,18.0,A,0,31.0,F,U,39333.0,8.0,13.0,19.0,44.0,61.0
1911,0,57375.0,2.0,26.0,0.0,14.0,15.0,14.0,7.69,11.67,15.0,130.0,10.0,27.0,77.0,3.0,3.0,29.0,E,1,22.0,F,H,40931.0,2.0,40.0,13.0,30.0,106.0
1912,1,57369.0,7.0,13.0,6.0,9.0,5.0,5.57,5.38,5.67,17.0,67.0,12.0,28.0,47.0,6.0,16.0,20.0,S,1,57.0,F,U,40931.0,13.0,22.0,18.0,44.0,67.0
1913,1,57407.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,21.0,21.0,8.0,15.0,13.0,3.0,6.0,5.0,N,0,55.0,M,H,90240.0,2.0,2.0,11.0,21.0,18.0
1914,1,57419.0,1.0,4.0,0.0,3.0,15.0,15.0,7.5,11.67,26.0,65.0,10.0,29.0,42.0,4.0,4.0,16.0,A,0,35.0,F,H,72882.0,1.0,7.0,14.0,33.0,58.0
1915,0,57412.0,1.0,1.0,0.0,0.0,15.0,15.0,15.0,11.67,16.0,16.0,11.0,16.0,13.0,4.0,4.0,5.0,F,0,27.0,F,H,72882.0,1.0,1.0,15.0,20.0,18.0
1916,0,57990.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,21.0,21.0,8.0,15.0,13.0,3.0,6.0,5.0,N,0,58.0,F,U,66828.0,2.0,2.0,11.0,21.0,18.0
1917,1,57463.0,1.0,7.0,0.0,5.0,18.0,18.0,11.14,11.67,24.0,115.0,9.0,24.0,55.0,4.0,4.0,23.0,A,1,71.0,F,H,45176.0,1.0,12.0,13.0,28.0,78.0
1918,1,185572.0,6.0,18.0,2.0,6.0,5.0,8.33,7.67,7.5,4.0,65.0,18.0,33.0,52.0,4.0,12.0,15.0,A,1,59.02,M,U,44284.5,8.0,24.0,22.0,45.0,67.0
1921,0,57499.0,2.0,17.0,1.0,9.0,10.0,7.5,5.24,5.0,18.0,87.0,14.0,32.0,63.0,5.0,13.0,23.0,A,1,74.0,F,H,51052.0,3.0,26.0,19.0,45.0,86.0
1922,1,57496.0,2.0,8.0,1.0,2.0,25.0,25.0,15.75,25.0,23.0,77.0,13.0,34.0,58.0,6.0,16.0,23.0,A,0,62.0,M,H,51052.0,3.0,10.0,19.0,50.0,81.0
1923,1,57593.0,5.0,19.0,4.0,16.0,20.0,8.4,5.74,8.75,17.0,122.0,13.0,32.0,76.0,6.0,16.0,32.0,S,1,59.02,M,U,23500.0,9.0,35.0,19.0,48.0,108.0
1924,0,57613.0,4.0,6.0,2.0,2.0,15.0,5.75,6.83,5.5,18.0,32.0,13.0,30.0,28.0,6.0,15.0,13.0,A,0,59.02,F,U,44284.5,6.0,8.0,19.0,45.0,41.0
1925,1,57647.0,3.0,9.0,3.0,7.0,30.0,26.67,17.22,26.67,23.0,92.0,13.0,35.0,64.0,6.0,17.0,26.0,A,0,24.0,M,H,63009.0,6.0,16.0,19.0,52.0,90.0
1926,0,57643.0,4.0,7.0,4.0,5.0,16.0,29.0,25.14,29.0,16.0,44.0,13.0,34.0,43.0,5.0,16.0,17.0,A,1,59.02,M,U,44284.5,8.0,12.0,18.0,50.0,60.0
1927,0,12420.0,6.0,17.0,3.0,10.0,5.0,9.67,8.88,11.0,21.0,67.0,14.0,35.0,57.0,6.0,17.0,22.0,S,1,83.0,F,U,44888.0,9.0,27.0,20.0,52.0,79.0
